Author;Work;Location;Text;MVI;SID
Aeschines (0026);The Speech on the Embassy (002);57.1;τοὺς γὰρ λόγους τούτους ἐναντίον φησὶ τῶν πρέσβεων λέγεσθαι οὓς ἔπεμψαν πρὸς ὑμᾶς οἱ Ἕλληνες μεταπεμφθέντες ὑπὸ τοῦ δήμου, ἵνα κοινῇ καὶ πολεμοῖεν, εἰ δέοι, Φιλίππῳ, καὶ τῆς εἰρήνης, εἰ τοῦτο εἶναι δοκοίη συμφέρον, μετέχοιεν.;δοκέω;159
Aeschines (0026);The Speech on the Embassy (002);69.1;σκοπεῖτε δὴ πότερα ὑμῖν δοκεῖ Δημοσθένης ἐμοῦ κατηγορηκέναι, ἢ τοὐναντίον αὐτὸς αὑτοῦ ἐπὶ τῷ ἐμῷ ὀνόματι.;δοκέω;189
Aeschines (0026);The Speech on the Embassy (002);116.1;τούτων δὲ ἀναγνωσθέντων ἀπεφηνάμην, ὅτι ἐμοὶ δοκεῖ δίκαιον εἶναι μὴ περιορᾶν κατεσκαμμένας τὰς ἐν Βοιωτοῖς πόλεις.;δοκέω;322
Aeschines (0026);The Speech on the Embassy (002);130.1;ἀλλ’ ἔμοιγε νὴ τοὺς θεοὺς οὗτος δοκεῖ τοῦτο μόνον λογίζεσθαι, ὅπως μεταξὺ λέγων εὐδοκιμήσει·;δοκέω;375
Aeschylus (0085);Agamemnon (005);414;πόθῳ δ’ ὑπερποντίας φάσμα δόξει δόμων ἀνάσσειν.;δοκέω;156
Aeschylus (0085);Agamemnon (005);936;ἐν ποικίλοις ἂν κάρτα μοι βῆναι δοκεῖ.;δοκέω;376
Aeschylus (0085);Agamemnon (005);1236;ὡς δ’ ἐπωλολύξατο ἡ παντότολμος, ὥσπερ ἐν μάχης τροπῇ, δοκεῖ δὲ χαίρειν νοστίμῳ σωτηρίᾳ.;δοκέω;553
Aeschylus (0085);Agamemnon (005);1346;τοὔργον εἰργάσθαι δοκεῖ μοι βασιλέως οἰμώγμασιν.;δοκέω;630
Aeschylus (0085);Agamemnon (005);1350;——ἐμοὶ δ’ ὅπως τάχιστά γ’ ἐμπεσεῖν δοκεῖ καὶ πρᾶγμ’ ἐλέγχειν σὺν νεορρύτῳ ξίφει.;δοκέω;633
Aeschylus (0085);Eumenides (007);367;δόξαι τ’ ἀνδρῶν καὶ μάλ’ ὑπ’ αἰθέρι σεμναὶ τακόμεναι κατὰ γᾶν μινύθουσιν ἄτιμοι ἁμετέραις ἐφόδοις μελανείμοσιν, ὀρχησμοῖς τ’ ἐπιφθόνοις ποδός.;δοκέω;187
Aeschylus (0085);Libation Bearers (006);527;τεκεῖν δράκοντ’ ἔδοξεν, ὡς αὐτὴ λέγει.;δοκέω;267
Aeschylus (0085);Libation Bearers (006);1051;"τίνες σε δόξαι, φίλτατ’ ἀνθρώπων πατρί, στροβοῦσιν;";δοκέω;550
Aeschylus (0085);Prometheus Bound (003);735;"ἆρ’, ὑμῖν δοκεῖ ὁ τῶν θεῶν τύραννος ἐς τὰ πάνθ’ ὁμῶς βίαιος εἶναι;";δοκέω;372
Aeschylus (0085);Prometheus Bound (003);740;οὓς γὰρ νῦν ἀκήκοας λόγους, εἶναι δόκει σοι μηδέπω ’ν προοιμίοις.;δοκέω;375
Aeschylus (0085);Seven Against Thebes (004);1007;Ἐτεοκλέα μὲν τόνδ’ ἐπ’ εὐνοίᾳ χθονὸς θάπτειν ἔδοξε γῆς φίλαις κατασκαφαῖς·;δοκέω;462
Aeschylus (0085);Seven Against Thebes (004);1020;οὕτω πετηνῶν τόνδ’ ὑπ’ οἰωνῶν δοκεῖ ταφέντ’ ἀτίμως τοὐπιτίμιον λαβεῖν, καὶ μήθ’ ὁμαρτεῖν τυμβοχόα χειρώματα μήτ’ ὀξυμόλποις προσσέβειν οἰμώγμασιν, ἄτιμον εἶναι δ’ ἐκφορᾶς φίλων ὕπο.;δοκέω;467
Aeschylus (0085);Suppliant Maidens (001);605;ἔδοξεν Ἀργείοισιν οὐ διχορρόπως, ἀλλ’ ὥστ’ ἀνηβῆσαί με γηραιᾷ φρενί·;δοκέω;291
Andocides (0027);Against Alcibiades (004);4.5;πρὸς δὲ τούτοις τῷ μὲν ἐλλείπειν τῷ δ’ ὑπερβάλλειν ὁ νόμος μοι δοκεῖ·;δοκέω;11
Andocides (0027);Against Alcibiades (004);13.2;θαυμάζω δὲ τῶν πεπεισμένων Ἀλκιβιάδην δημοκρατίας ἐπιθυμεῖν, τοιαύτης πολιτείας ἣ μάλιστα κοινότητα δοκεῖ ᾑρῆσθαι, οἳ οὐδ’ ἀπὸ τῶν ἰδίων αὐτὸν θεῶνται, ὁρῶντες τὴν πλεονεξίαν καὶ τὴν ὑπερηφανίαν, ὃς τὴν Καλλίου γήμας ἀδελφὴν ἐπὶ δέκα ταλάντοις, τελευτήσαντος Ἱππονίκου στρατηγοῦντος ἐπὶ Δηλίῳ ἕτερα τοσαῦτα προσεπράξατο, λέγων ὡς ὡμολόγησεν ἐκεῖνος, ὁπότε παῖς αὐτῷ ἐκ τῆς θυγατρὸς γένοιτο, προσθήσειν ταῦτα.;δοκέω;38
Andocides (0027);Against Alcibiades (004);38.1;δεινὸν δέ μοι δοκεῖ εἶναι, εἰ μέν τις ἀπολογεῖσθαι ἀξιώσειεν ὑπὲρ τῶν ἀποθανόντων ὡς ἀδίκως ἀπολώλασιν, οὐκ ἂν ἀνασχέσθαι τῶν ἐπιχειρούντων·;δοκέω;114
Andocides (0027);On His Return (002);t.1;ὅπου μέντοι δεῖ τὴν πόλιν ἐμέ τι ποιῆσαι ἀγαθόν, ἢ εἴ τις ἕτερος βούλοιτο ἐμοῦ κακίων, δεινότατον ἁπάντων χρημάτων ἡγοῦμαι, εἰ τῷ μὲν δοκεῖ ταῦτα τῷ δὲ μή, ἀλλὰ μὴ πᾶσιν ὁμοίως.;δοκέω;2
Andocides (0027);On His Return (002);5.5;ἐμοὶ δέ, ὦ ἄνδρες, καὶ τῷ πρώτῳ τοῦτο εἰπόντι ὀρθῶς δοκεῖ εἰρῆσθαι, ὅτι πάντες ἄνθρωποι γίγνονται ἐπὶ τῷ εὖ καὶ κακῶς πράττειν, μεγάλη δὲ δήπου καὶ τὸ ἐξαμαρτεῖν δυσπραξία ἐστί, καὶ εἰσὶν εὐτυχέστατοι μὲν οἱ ἐλάχιστα ἐξαμαρτάνοντες, σωφρονέστατοι δὲ οἳ ἂν τάχιστα μεταγιγνώσκωσι.;δοκέω;14
Andocides (0027);On His Return (002);16.2;ὅστις τοῦτο μὲν ἐν ᾧ ἐδόκει ὁ δῆμος κακοῦσθαι, ἐγὼ ἀντὶ τούτου κακὰ εἶχον, τοῦτο δὲ ἐπειδὴ ἐφαίνετο εὖ ὑπ’ ἐμοῦ πεπονθώς, πάλιν αὖ καὶ διὰ τοῦτ’ ἐγὼ ἀπωλλύμην.;δοκέω;46
Andocides (0027);On the Mysteries (001);8.10;κράτιστον οὖν μοι εἶναι δοκεῖ ἐξ ἀρχῆς ὑμᾶς διδάσκειν πάντα τὰ γενόμενα καὶ παραλείπειν μηδέν.;δοκέω;26
Andocides (0027);On the Mysteries (001);12.1;ἀντιλέγοντος δὲ Ἀλκιβιάδου πολλὰ καὶ ἐξάρνου ὄντος ἔδοξε τοῖς πρυτάνεσι τοὺς μὲν ἀμυήτους μεταστήσασθαι, αὐτοὺς δ’ ἰέναι ἐπὶ τὸ μειράκιον ὃ ὁ Πυθόνικος ἐκέλευε.;δοκέω;37
Andocides (0027);On the Mysteries (001);28.1;ἔδοξεν οὖν τῷ δήμῳ ἐν τῷ τῶν θεσμοθετῶν δικαστηρίω τοὺς μεμυημένους, ἀκούσαντας τὰς μηνύσεις ἅς ἕκαστος ἐμήνυσε, διαδικάσαι.;δοκέω;110
Andocides (0027);On the Mysteries (001);53.5;ἐδόκει οὖν μοι κρεῖττον εἶναι τέτταρας ἄνδρας ἀποστερῆσαι τῆς πατρίδος δικαίως, οἳ νῦν ζῶσι καὶ κατεληλύθασι καὶ ἔχουσι τὰ σφέτερα αὐτῶν, ἢ ἐκείνους ἀποθανόντας ἀδίκως περιιδεῖν.;δοκέω;208
Andocides (0027);On the Mysteries (001);73.1;ἐπεὶ γὰρ αἱ νῆες διεφθάρησαν καὶ ἡ πολιορκία ἐγένετο, ἐβουλεύσασθε περὶ ὁμονοίας, καὶ ἔδοξεν ὑμῖν τοὺς ἀτίμους ἐπιτίμους ποιῆσαι, καὶ εἶπε τὴν γνώμην Πατροκλείδης.;δοκέω;261
Andocides (0027);On the Mysteries (001);79.5;ποιεῖν δὲ ταῦτα τριῶν ἡμερῶν, ἐπειδὰν δόξῃ τῷ δήμῳ.;δοκέω;281
Andocides (0027);On the Mysteries (001);81.1;ἐπειδὴ δ’ ἐπανήλθετε ἐκ Πειραιῶς, γενόμενον ἐφ’ ὑμῖν τιμωρεῖσθαι ἔγνωτε ἐᾶν τὰ γεγενημένα, καὶ περὶ πλείονος ἐποιήσασθε σῴζειν τὴν πόλιν ἢ τὰς ἰδίας τιμωρίας, καὶ ἔδοξε μὴ μνησικακεῖν ἀλλήλοις τῶν γεγενημένων.;δοκέω;287
Andocides (0027);On the Mysteries (001);88.5;"ὅπου οὖν ἔδοξεν ὑμῖν δοκιμάσαι μὲν τοὺς νόμους, δοκιμάσαντας δὲ ἀναγράψαι, ἀγράφῳ δὲ νόμῳ τὰς ἀρχὰς μὴ χρῆσθαι μηδὲ περὶ ἑνός, ψήφισμα δὲ μηδὲν μήτε βουλῆς μήτε δήμου νόμου κυριώτερον εἶναι, μηδ’ ἐπ’ ἀνδρὶ νόμον ἐξεῖναι τιθέναι ἐὰν μὴ τὸν αὐτὸν ἐπὶ πᾶσιν Ἀθηναίοις, τοῖς δὲ νόμοις τοῖς κειμένοις χρῆσθαι ἀπ’ Εὐκλείδου ἄρχοντος, ἐνταυθοῖ ἔστιν ὅ τι ὑπολείπεται ἢ μεῖζον ἢ ἔλαττον τῶν γενομένων πρότερον ψηφισμάτων, πρὶν Εὐκλείδην ἄρξαι, ὅπως κύριον ἔσται;";δοκέω;317
Andocides (0027);On the Mysteries (001);113.1;πολὺ δέ μοι δοκεῖ τὸ ἐναντίον εἶναι ἢ οἱ κατήγοροι εἶπον.;δοκέω;414
Andocides (0027);On the Mysteries (001);131.1;"πῶς οὖν ἡ φήμη ἡ τότε οὖσα δοκεῖ ὑμῖν ἀποβῆναι;";δοκέω;485
Andocides (0027);On the Peace (003);13.6;"εἰ τοίνυν ἡμῖν τέ ἐστι τοῦτο παρὰ Λακεδαιμονίων, τὸ μηκέτι ἀδικεῖσθαι, Βοιωτοῖς τε δέδοκται ποιεῖσθαι τὴν εἰρήνην ἀφεῖσιν Ὀρχομενὸν αὐτόνομον, τίνος ἕνεκα πολεμήσωμεν;";δοκέω;52
Andocides (0027);On the Peace (003);41.8;ὁ γὰρ τὴν χεῖρα μέλλων ὑμῶν αἴρειν, οὗτος ὁ πρεσβεύων ἐστίν, ὁπότερ’ ἂν αὐτῷ δοκῇ, καὶ τὴν εἰρήνην καὶ τὸν πόλεμον ποιεῖν.;δοκέω;162
Antiphon (0028);First Tetralogy (002);1.8.1;εἴ τε καὶ ἁλοίη, τιμωρησαμένῳ κάλλιον ἔδοξεν αὐτῷ ταῦτα πάσχειν, ἢ ἀνάνδρως μηδὲν ἀντιδράσαντα ὑπὸ τῆς γραφῆς διαφθαρῆναι.;δοκέω;24
Antiphon (0028);On the Choreutes (006);39.3;τὸ τελευταῖον, ὦ Ζεῦ καὶ θεοὶ πάντες, Φιλοκράτης αὐτὸς οὑτοσὶ ἐν τῷ βουλευτηρίῳ ἐναντίον τῆς βουλῆς, ἑστὼς μετ’ ἐμοῦ ἐπὶ τοῦ βήματος, ἁπτόμενος ἐμοῦ διελέγετο, ὀνόματι οὗτος ἐμὲ προσαγορεύων, καὶ ἐγὼ τοῦτον, ὥστε δεινὸν δόξαι εἶναι τῇ βουλῇ, ἐπειδὴ ἐπύθετο προειρημένον μοι εἴργεσθαι τῶν νομίμων ὑπὸ τούτων, οὓς ἑώρων μοι τῇ προτεραίᾳ συνόντας καὶ διαλεγομένους.;δοκέω;119
Antiphon (0028);On the Murder of Herodes (005);23.6;καὶ εἴ τῳ τῶν ἄλλων ἐδόκει δεινὸν εἶναι, καὶ ἐμοὶ ὁμοίως.;δοκέω;83
Antiphon (0028);On the Murder of Herodes (005);45.5;"ἢ δοκεῖ ἂν ὑμῖν ἄνθρωπος δύνασθαι ἐν τοιούτῳ πράγματι ὢν τά τ’ ἐν τῇ γῇ ὄντα ἀναξύσαι καὶ τὰ ἐν τῷ πλοίῳ ἀποσπογγίσαι, ἃ οὐδὲ μεθ’ ἡμέραν λτἄνγτ τις οἷός τ’ ἐγένετο, ἔνδον ὢν αὑτοῦ καὶ μὴ πεφοβημένος, τὸ παράπαν ἀφανίσαι;";δοκέω;161
Antiphon (0028);On the Murder of Herodes (005);48.5;εἴπερ γὰρ καὶ μαρτυρεῖν ἔξεστι δούλῳ κατὰ τοῦ ἐλευθέρου τὸν φόνον, καὶ τῷ δεσπότῃ, ἂν δοκῇ, ἐπεξελθεῖν ὑπὲρ τοῦ δούλου, καὶ ἡ ψῆφος ἴσον δύναται τῷ δοῦλον ἀποκτείναντι καὶ τῷ ἐλεύθερον, εἰκός τοι καὶ ψῆφον γενέσθαι περὶ αὐτοῦ ἦν, καὶ μὴ ἄκριτον ἀποθανεῖν αὐτὸν ὑφ’ ὑμῶν.;δοκέω;172
Antiphon (0028);Prosecution Of The Stepmother For Poisoning (001);12.4;δεινὸν δ’ ἔμοιγε δοκεῖ εἶναι, εἰ ὑμᾶς μὲν ζητοῦσιν αἰτεῖσθαι ὅπως αὐτῶν μὴ καταψηφίσησθε, αὐτοὶ δὲ σφίσιν αὐτοῖς οὐκ ἠξίωσαν δικασταὶ γενέσθαι δόντες βασανίσαι τὰ αὑτῶν ἀνδράποδα.;δοκέω;31
Antiphon (0028);Prosecution Of The Stepmother For Poisoning (001);16.3;κάλλιστον οὖν ἐδόκει εἶναι τῷ Φιλόνεῳ τῆς αὐτῆς ὁδοῦ ἅμα μὲν προπέμψαι εἰς τὸν Πειραιᾶ τὸν πατέρα τὸν ἐμὸν φίλον ὄντα ἑαυτῷ, ἅμα δὲ θύσαντα τὰ ἱερὰ ἑστιᾶσαι ἐκεῖνον.;δοκέω;45
Antiphon (0028);Prosecution Of The Stepmother For Poisoning (001);17.2;ἔδοξεν οὖν αὐτῇ βουλευομένῃ βέλτιον εἶναι μετὰ δεῖπνον δοῦναι, τῆς Κλυταιμνήστρας ταύτης τῆς τούτου μητρὸς ταῖς ὑποθήκαις ἅμα διακονοῦσαν.;δοκέω;49
Antiphon (0028);Second Tetralogy (003);3.t.2;ὅτι μὲν αὐτὴ ἡ χρεία παρὰ φύσιν καὶ λέγειν καὶ δρᾶν ἅπαντας ἀναγκάζει, ἔργῳ καὶ οὐ λόγῳ δοκεῖ μοι σημαίνειν οὗτος·;δοκέω;37
Antiphon (0028);Third Tetralogy (004);4.1.5;ἐπεὶ δὲ τάδε ἀκινδυνότερα ἔδοξεν εἶναι, ἡμῖν, οἷς μέγιστον ἂν πένθος γένοιτο στερηθεῖσιν αὐτοῦ, ἀπολογητέον.;δοκέω;75
Antiphon (0028);Third Tetralogy (004);4.2.1;δοκεῖ δέ μοι περὶ τὸν ἄρξαντα τῆς πληγῆς τὸ ἀδίκημα εἶναι.;δοκέω;76
Aristides, Aelius (0284);Orationes 10 Dindorf 30 Keil (010);72.25;οὔτε γὰρ εἰπὼν ἄν τις ἐντρέψειεν οὕτως ὡς οὗτος ὃ βούλεται τῇ σιωπῇ προδείξας οὔτ’ ἂν ὁ Νέστωρ ἔτι δόξειεν ἂν, γέρων γε ὢν ἐκεῖνος, ἐοικότα φθέγγεσθαι μέλιτι παρὰ τοῦτον ἐξετασθείς.;δοκέω;45
Aristides, Aelius (0284);Orationes 10 Dindorf 30 Keil (010);74.9;καί μοι δοκεῖ προλαβὼν ὁ θεὸς τὴν ἐπὶ παίδων νενομισμένην τιμὴν ἐπὶ τοῖς τῶν ἱερῶν Ἀσκληπείων ἄθλοις ἀποδοῦναί σοι πατρόθεν, ὡς πολλάκις εἴρηται, καὶ τῶν ἄνωθεν πρὸς τοῦ πατρὸς εἰς σὲ καθηκουσῶν, ὥσθ’ ἅμα τε πεπληρωκέναι πᾶν ὅσον ἦν θέμις καὶ μεταβαίνοντα λοιπὸν ἐκ παίδων εἰς ἄνδρας, ᾗπερ οὖν ὁ βασίλειος τάττει νόμος, ἀποδεδόσθαι λοιπὸν ἤδη ταῖς ἐκ τοῦ βασιλέως εἰς σὲ τιμαῖς, ἃς τοῖς τηλικούτοις ἀνδρουμένοις ἤδη νέμει.;δοκέω;56
Aristides, Aelius (0284);Orationes 10 Dindorf 30 Keil (010);74.23;καλοὶ μὲν γὰρ καὶ κοσμεῖν ἴσως ἁρμόττοντες καὶ οἱ παρελθόντες ἤδη σοι τῆς γενέσεως ἐνιαυτοὶ δηλοῦν ἅπαντα τὰ σοὶ προσόντα, πολὺ δέ μοι δοκεῖ καλλίων ἐκείνων ὅδε ὁ νυνὶ παρὼν εἶναι, μόνον τῶν μετ’ αὐτὸν ἡττησόμενος, τὰ δ’ ἄλλα τοὺς ἐξήκοντας ἤδη νικῶν·;δοκέω;59
Aristides, Aelius (0284);Orationes 11 Dindorf 31 Keil (011);76.29;νομίσας δ’ εὖ ἔχειν τὸ Ὁμηρικὸν τὸ οὐκ ἀγαθὸν πολυκοιρανίη, καὶ τοὺς διδασκάλους τοὺς πολλοὺς εἰς ἀμαθίαν μᾶλλον φέρειν, προείλετο μὲν διδάσκαλον ἐξ ἁπάντων ὅντινα δὴ καὶ προείλετο, οὐ γὰρ ἔμοιγε εὐπρεπέστατόν ἐστι λέγειν, τούτῳ δ’ οὕτως προσέκειτο ὥστε ἅπαντα πράττων ὅσα τὸν φιλομαθέστατον καὶ φιλοστοργότατον προσῆκεν οὐδεπώποτε ἔδοξεν ἑαυτῷ τῆς ἀξίας ἐγγὺς εἶναι.;δοκέω;20
Aristides, Aelius (0284);Orationes 11 Dindorf 31 Keil (011);79.32;εἰ δέ τῳ μὴ ἱκανῶς δοκεῖ τῆς δόξης ἀπολαῦσαι, ἀναπληροῦν χρὴ νῦν ἐπικοσμοῦντας ὡς ἥρωα.;δοκέω;56
Aristides, Aelius (0284);Orationes 12 Dindorf 32 Keil (012);81.15;ἀθρόα γὰρ πάντα ἐπέρχεται, ἃ καθ’ ἕκαστον μὲν εἰπεῖν ἀδύνατον, ἀρχὴν δὲ οὐδὲ πειρᾶσθαι καιρὸν ἔχειν μοι δοκεῖ·;δοκέω;12
